id,production_company
26672,Miramax Films
26672,Allied Filmmakers
26672,Richard Williams Productions
41283,Castle Rock Entertainment
41283,TriStar Pictures
41283,State Street Pictures
41283,CBS Films
4935,Studio Ghibli
4935,Buena Vista Home Entertainment
4935,Mitsubishi
4935,d-rights
4935,Tohokushinsha Film Corporation
19908,Columbia Pictures
19908,Relativity Media
19908,Pariah
10663,Touchstone Pictures
1891,Lucasfilm
1891,Twentieth Century Fox Film Corporation
9737,Columbia Pictures
9737,Don Simpson/Jerry Bruckheimer Films
37137,Paramount Pictures
9532,New Line Cinema
9532,Zide-Perry Productions
9532,Hard Eight Pictures
10316,Appian Way
10316,Crystal City Entertainment
10316,Cross Creek Pictures
10316,Exclusive Media Group
10316,Smokehouse Pictures
2787,Interscope Communications
12658,Fox 2000 Pictures
12658,Lynda Obst Productions
152601,Warner Bros.
152601,Annapurna Pictures
10866,Regency Enterprises
10866,Epsilon Motion Pictures
10866,LivePlanet
10866,New Regency Pictures
10866,Bad Robot
227707,Matador Pictures
227707,Arcadia Motion Pictures
227707,uFilm
227707,"Afrodita Audiovisual, A.I.E."
227707,Le Tax Shelter du Gouvernement Fédéral de Belgique
227707,Telefónica Producciones
227707,Umedia
227707,Entertainment Motion Pictures
227707,Cinema One
227707,Nix Films
227707,International Pictures Two
227707,Cronos Entertainment AIE
21349,Twentieth Century Fox Film Corporation
21349,Fox 2000 Pictures
19150,Touchstone Pictures
70435,Irish Film Board
70435,Relativity Media
580,Universal Pictures
9819,Miramax Films
9819,Scott Rudin Productions
9819,Tribeca Productions
13579,Cube Vision
20024,Columbia Pictures Corporation
2453,Metro-Goldwyn-Mayer (MGM)
2453,Krisjair
2453,Laredo
6973,Summit Entertainment
6973,Blackfriars Bridge Films
6973,NALA Films
6973,Samuels Media
6973,Warner Independent Pictures (WIP)
11156,France 2 Cinéma
11156,Haut et Court
11156,SCOPE Invest
11156,Ciné@
11156,Canal+
11156,Warner Bros.
11156,CinéCinéma
11156,Scope Pictures
11156,Soficapital
11156,France 2 (FR2)
11156,Le Tax Shelter du Gouvernement Fédéral de Belgique
11156,Cofinova 5
11156,Films Distribution
11156,Banque Populaire Images 9
354110,Minds Eye Entertainment
354110,Panacea Entertainment
354110,Moving Pictures Media
22215,Pathé Renn Productions
22215,UK Film Council
22215,Aramid Entertainment Fund
22215,Canal+
22215,Bill Kenwright Films
22215,Pathe
22215,Deutsche Filmförderfonds (DFFF)
22215,Région Ile-de-France
22215,France 3 Cinema
22215,Centre National de la Cinématographie (CNC)
22215,National Lottery through UK Film Council
22215,Filmstiftung Nordrhein-Westfalen
22215,Cine Productions
22215,MMC Studios
22215,Tiggy Films
22215,Banque Populaire Images 9
22215,Cheri Productions
22215,Erste MMC-Production
11632,Alliance Films
11632,Focus Features
30596,China Film Group Corporation
3021,The Weinstein Company
3021,Di Bonaventura Pictures
3021,Dimension Films
957,Brooksfilms Ltd.
957,Metro-Goldwyn-Mayer (MGM)
256917,Hopscotch Features
256917,Fear of God Films
251,Paramount Pictures
544,Twentieth Century Fox Film Corporation
11395,Walt Disney Pictures
11395,Hollywood Pictures
14635,Walt Disney Pictures
14635,Gran Via Productions
14635,98 MPH Productions
13680,Walt Disney Pictures
13680,Mayhem Pictures
13680,Monkey Dance Productions
688,Amblin Entertainment
688,Malpaso Productions
688,Warner Bros.
11090,Revolution Studios
11090,Happy Madison Productions
783,Columbia Pictures
783,Goldcrest Films International
783,Indo-British
783,International Film Investors
783,National Film Development Corporation of India
783,Carolina Bank
228194,Amblin Entertainment
228194,Harpo Films
228194,Participant Media
228194,Imagenation Abu Dhabi FZ
228194,Reliance Entertainment
228194,Touchstone Pictures
228194,DreamWorks Studios
1642,Columbia Pictures
10950,New Line Cinema
235260,Hearst Entertainment Productions
235260,LightWorkers Media
277,Lakeshore Entertainment
277,Laurinfilm
277,Subterranean Productions LLC
277,Subterranean Productions UK Ltd.
277,Underworld Produktions GmbH
8999,Miramax Films
8999,Di Bonaventura Pictures
8999,Patalex V Productions Limited
11323,Section Eight
11323,Groundswell Productions
11323,Warner Bros.
11323,Participant Media
11323,Jaffe / Braunstein Enterprise
10445,Shadowlands Productions
10445,Savoy Pictures
11453,Columbia Pictures Corporation
11453,Out of the Blue... Entertainment
11453,Happy Madison Productions
146239,DreamWorks SKG
146239,Touchstone Pictures
205588,StudioCanal
205588,Film4
205588,Anton Capital Entertainment (ACE)
205588,The Ink Factory
205588,Potboiler Productions
205588,Amazon Prime Instant Video
10878,Village Roadshow Pictures
10878,NPV Entertainment
10878,Columbia Pictures Corporation
82650,Fox 2000 Pictures
10279,40 Acres & A Mule Filmworks
10279,Touchstone Pictures
2294,Dimension Films
2294,View Askew Productions
2294,Miramax
2176,Original Film
270487,Universal Pictures
270487,Mike Zoss Productions
270487,Working Title Films
19366,Universal Pictures
19366,Marc Platt Productions
19366,Metro-Goldwyn-Mayer (MGM)
19366,Riverdale Productions
204082,Millennium Films
204082,Open Road Films
24100,New Line Cinema
1599,Fox Searchlight Pictures
1599,Scott Rudin Productions
1599,Qwerty Films
1599,N1 European Film Produktions GmbH & Co. KG
1599,Kanzeon
1599,Huckabee's
5550,Orion Pictures
30379,Infinity Omnimedia
30379,TBN Films
42586,Paramount Pictures
42586,Geoffrey Productions
17709,Universal Pictures
17709,Joseph M. Singer Entertainment
17709,Davis Entertainment
287948,EuropaCorp
7548,First Choice Films
7548,Isle of Man Film
9075,CoBo Fund
9075,Studio Babelsberg
9075,Motel Films
9075,Motion Investment Group
9075,Egoli Tossell Film AG
9075,Filmförderungsanstalt (FFA)
9075,Nederlands Fonds voor de Film
9075,Medienboard Berlin-Brandenburg
9075,uFilm
9075,Le Tax Shelter du Gouvernement Fédéral de Belgique
9075,Fu Works
9075,Hector BV
9075,Media Programme of the European Community
9075,Euroimages Fund of the Council of Europe
9075,VIP 4 Medienfonds
9075,ContentFilm International
9075,Clockwork Pictures
11661,Senator Film Produktion
11661,Media Pro Pictures
11661,TF1 Films Production
11661,Nord-Ouest Productions
11661,The Bureau
11661,Artémis Productions
11661,Les Productions de la Guéville
109513,Primate Pictures
109513,Kim and Jim Productions
109513,Panay Films
109513,Exclusive Media Group
12085,Millennium Films
12085,verture Films
204922,StudioCanal
204922,Scott Free Productions
204922,Millennium Films
204922,Film i Väst
204922,Filmgate Films
204922,Clarius Entertainment
38985,Paramount Pictures
38985,Universal Pictures
38985,Film Properties International N.V.
44113,Stone Productions
44113,Mimran Schur Pictures
164457,Appian Way
164457,Scott Free Productions
164457,Relativity Media
164457,Energy Entertainment
164457,Red Granite Pictures
4566,Castle Rock Entertainment
4566,Mirage Enterprises
4566,Section Eight Productions
17795,Warner Bros.
17795,Storyline Entertainment
17795,Peters Entertainment
1073,Lakeshore Entertainment
1073,Screen Gems
1073,Arlington Road Productions Corporation
1073,Gorai / Samuelson Productions
1073,Samuelson Productions
153158,100 Bares
153158,Ministerio de Cultura
153158,Instituto de Crédito Oficial (ICO)
153158,Televisión Federal (Telefe)
153158,369 Productions
153158,Catmandu Branded Entertainment
153158,JEMPSA
153158,Plural - Jempsa
153158,Prana Animation Studios
81836,Gravier Productions
81836,Medusa Film
81836,Mediapro
81836,Perdido Productions
10724,Malpaso Productions
9473,Paramount Pictures
9473,Scott Rudin Productions
9473,Comedy Central
9473,Warner Bros.
9473,Comedy Central Films
9473,Comedy Partners
2196,Sidney Kimmel Entertainment
2196,Parabolic Pictures
2196,Stable Way Entertainment
2196,Target Media Entertainment
2196,VIP 2 Medienfonds
2196,VIP 1 Medienfonds
1499,New Line Cinema
1499,Golden Harvest Pictures
1499,Clearwater Holdings Limited
20857,Paramount Pictures
20857,GHS Productions KG
20857,Munich Film Partners & Company (MFP) GHS Productions
20857,Nides/McCormick Productions
82693,The Weinstein Company
1646,Double Feature Films
1646,Jersey Films
1646,Kernos Filmproduktionsgesellschaft & Company
44944,Lions Gate Films
4108,TF1 Films Productions
4108,Current Entertainment
4108,Canal+
4108,EuropaCorp
8456,Summit Entertainment
8456,Mandalay Pictures
8456,Baumgarten Management and Productions (BMP)
7341,United Artists
7341,Red Bank Films
19255,Neal Street Productions
19255,Focus Features
19255,Big Beach Films
10187,Touchstone Pictures
31005,Punch Productions
31005,Touchstone Pictures
31005,Hyde Park Entertainment
31005,Reveal Entertainment
31005,Gran Via
49517,StudioCanal
49517,Kinowelt Filmproduktion
49517,Canal+
49517,CinéCinéma
49517,Working Title Films
49517,Karla Films
44857,Metro-Goldwyn-Mayer (MGM)
44857,Absolute Entertainment (II)
44857,Cockamamie
44857,Heckerling-Caplan
50780,Summit Entertainment
50780,Participant Media
50780,Imagenation Abu Dhabi FZ
50780,Anonymous Content
16363,Universal Pictures
16363,RKO
1946,Alliance Atlantis Communications
1946,Natural Nylon Entertainment
1946,Serendipity Point Films
1946,Téléfilm Canada
1946,The Harold Greenberg Fund
1946,The Movie Network
1946,Union Générale Cinématographique
1946,Canadian Television Fund
85,Lucasfilm
85,Paramount Pictures
772,Twentieth Century Fox Film Corporation
772,Hughes Entertainment
840,Columbia Pictures Corporation
840,EMI Films
840,Julia Phillips and Michael Phillips Productions
9682,Dimension Films
96,Paramount Pictures
96,Eddie Murphy Productions
96,Don Simpson/Jerry Bruckheimer Films
10678,Hyde Park Films
10678,Touchstone Pictures
274,Orion Pictures
274,Strong Heart/Demme Production
8872,Paramount Pictures
16290,MTV Films
579,Universal Pictures
14405,Walt Disney Pictures
138843,New Line Cinema
138843,The Safran Company
138843,Evergreen Media Group
11637,Columbia Pictures
11637,Revolution Studios
11637,Cube Vision
226486,New Line Cinema
226486,Gary Sanchez Productions
1584,Paramount Pictures
1584,Scott Rudin Productions
1584,Nickelodeon Movies
1584,NEW Century
1584,MFP Munich Film Partners GmbH & Company I. Produktions KG
1584,Sor Productions
9312,New Line Cinema
9312,Threshold Entertainment
12153,Columbia Pictures
12153,Revolution Studios
12153,Wayans Bros. Entertainment
12153,Gone North Productions
65057,Fox Searchlight Pictures
65057,Dune Entertainment
65057,Ad Hominem Enterprises
8326,Walt Disney Pictures
8326,Chicago Pacific Entertainment
8326,Walden Media
8326,Phoenix Pictures
35690,Touchstone Pictures
76203,Plan B Entertainment
76203,Regency Enterprises
76203,River Road Entertainment
76203,Film4
76203,New Regency Pictures
13497,Fox 2000 Pictures
35688,Lions Gate Films
35688,The Tyler Perry Company
162,Twentieth Century Fox Film Corporation
296096,New Line Cinema
296096,Sunswept Entertainment
296096,Metro-Goldwyn-Mayer (MGM)
103370,"Tyler Perry Company, The"
1051,Twentieth Century Fox Film Corporation
1051,D'Antoni Productions
1051,Schine-Moore Productions
376659,STX Entertainment
376659,Huayi Brothers Pictures
376659,BillBlock Media
10073,Regency Enterprises
10073,Epsilon Motion Pictures
10073,New Regency Pictures
16690,Walt Disney Pictures
16690,Walt Disney Television Animation
16690,Walt Disney Animation Australia
16690,DisneyToon Studios
16690,Walt Disney Animation Canada
273895,Plan B Entertainment
273895,Harpo Films
273895,Celador Films
273895,Cloud Eight Films
273895,Pathé
14873,Walt Disney Pictures
14873,Walt Disney Television Animation
14873,Walt Disney Animation Australia
14873,DisneyToon Studios
8968,Ghost House Pictures
8968,Senator International
8968,Screen Gems
8968,Pacific Renaissance Pictures Ltd.
9963,TriStar Pictures
9963,Hyde Park Films
9963,Offspring Entertainment
15655,Walt Disney Pictures
21208,Dark Castle Entertainment
21208,Studio Babelsberg StudioBabelsberg Motion Pictures
21208,Don Carmody Productions
21208,Studio Canal
272878,Sunswept Entertainment
272878,Warner Bros.
272878,Metro-Goldwyn-Mayer (MGM)
272878,Reel Chefs Catering
9760,Twentieth Century Fox Film Corporation
9760,Regency Enterprises
9760,New Regency Pictures
9760,Paul Schiff Productions
314365,Universal Pictures
314365,Participant Media
314365,Anonymous Content
314365,Rocklin / Faust
314365,First Look Media
13279,Screen Gems
13279,Overbrook Entertainment
1975,Columbia Pictures Corporation
1975,Ghost House Pictures
1975,Vertigo Entertainment
33644,Twentieth Century Fox Film Corporation
1649,Orion Pictures
1649,Nelson Entertainment
9895,Universal Pictures
9895,Morgan Creek Productions
9570,Walt Disney Productions
27579,This Is That Productions
27579,Focus Features
27579,Twins Financing
27579,Smokehouse Pictures
27579,Greenlit Rights
16052,Q Productions
16052,Esparza / Katz Productions
40264,Regency Enterprises
40264,Road Rebel
1164,Paramount Vantage
1164,Media Rights Capital
1164,Anonymous Content
1164,Central Films
239678,Spring Creek Productions
239678,21 Laps Entertainment
239678,Warner Bros.
14359,Scott Rudin Productions
14359,Goodspeed Productions
3989,Paramount Pictures
3989,Scott Rudin Productions
76617,Nu Image Films
76617,Lions Gate
1710,Regency Enterprises
1710,New Regency Pictures
4258,Dimension Films
20391,Paramount Pictures
20391,Malpaso Productions
20391,Alan Jay Lerner Productions
10139,Focus Features
335778,Columbia Pictures
335778,Affirm Films
335778,LD Entertainment
335778,Patrick Aiello Productions
9645,Village Roadshow Pictures
9645,NPV Entertainment
9645,Dark Castle Entertainment
9645,Warner Bros.
9645,Ghost Ship Films Pty. Ltd.
55465,New Line Cinema
55465,Mandate Pictures
617,Columbia Pictures
617,Mandalay Entertainment
19904,Screen Gems
48289,Miramax Films
48289,Marv Films
48289,Pioneer Pictures
243,Buena Vista
243,Touchstone Pictures
6933,Intermedia Films
6933,Alcon Entertainment
6933,Kadokawa Pictures
6933,Equity Pictures Medienfonds GmbH & Co. KG IV
17182,Paramount Pictures
8848,Atlas Entertainment
8848,Mosaic Media Group
8848,Omnilab Media
8848,Relativity Media
8848,Skyline (Baker St)
38,Anonymous Content
38,This Is That Productions
38,Focus Features
38303,Oops Doughnuts Productions
38303,Touchstone Pictures
38303,Frontier Pictures
1266,Fox Searchlight Pictures
1266,Regency Enterprises
1266,Dune Entertainment III
1266,Emmett/Furla Films
107985,Universal Pictures
107985,Big Talk Productions
107985,Focus Features
107985,Working Title Films
14043,Virtual Studios
14043,Jerry Weintraub Productions
14043,Warner Bros.
19901,Lionsgate
19901,Furst Films
19901,Pictures in Paradise
19901,Pacific Film and Television Commission
19901,Australian Film Finance Corporation (AFFC)
34016,DreamWorks SKG
34016,Mosaic
59860,Dune Entertainment
59860,Regency Enterprises
59860,Fox 2000 Pictures
59860,DiNovi Pictures
59860,Dune Entertainment III
59860,Blossom Films
10069,Spyglass Entertainment
10069,Hollywood Pictures
10069,Endgame Entertainment
10069,Wonderland Sound and Vision
9588,Pathe
9588,Metro-Goldwyn-Mayer (MGM)
12819,Lions Gate Family Entertainment
12819,Relativity Media
12819,Crest Animation Productions
9954,"Screen Gems, Inc."
10115,Spyglass Entertainment
10115,Touchstone Pictures
10115,Kaltenbach Pictures
25132,Warner Bros. Pictures
577,The Rank Organisation
577,Columbia Pictures Corporation
328387,Lionsgate
328387,Allison Shearmur Productions
328387,Keep Your Head
12690,New Line Cinema
12690,Groundswell Productions
12690,Axon Films
9945,Columbia Pictures
9945,Largo Entertainment
9945,JVC Entertainment Networks
9945,Film Office
9945,Spooky Tooth Productions
9945,Storm King Productions
539,Paramount Pictures
539,Universal Pictures
539,Shamley Productions
13596,Lionsgate
13596,New Wave Entertainment
13596,Management 360
13596,Terra Firma Films
13596,Superfinger Entertainment
226857,Universal Pictures
226857,Fake Empire
226857,Bluegrass Films
13159,Universal Pictures
13159,Morgan Creek Productions
526,Twentieth Century Fox Film Corporation
526,Warner Bros.
22796,Caravan Pictures
22796,Hollywood Pictures
2355,Columbia Pictures
2355,Happy Madison Productions
2355,Sunlight Productions
2355,Relativity Media
2355,Madison 23
5915,Paramount Vantage
5915,River Road Entertainment
5915,Art Linson Productions
5915,Into the Wild
9842,Dimension Films
61012,Davis-Films
61012,Konami Corporation Ltd.
755,A Band Apart
755,Dimension Films
755,Los Hooligans Productions
755,Miramax
13682,Walt Disney Pictures
9089,Paramount Pictures
9089,Egg Pictures
9089,PolyGram Filmed Entertainment
9470,Columbia Pictures
18357,Walt Disney Pictures
7979,DreamWorks SKG
7979,MacDonald/Parkes Productions
7979,Sidney Kimmel Entertainment
7979,Neal Street Productions
7979,China Film Co-Production Corporation
7979,Wonderland Films
7979,Participant Media
7979,Ebeling Group
7979,Beijing Happy Pictures Cultural Communications Co.
7979,Kite Runner Holdings
470,This Is That Productions
470,Y Productions
470,Mediana Productions Filmgesellschaft
15644,Icon Productions
15644,Twentieth Century Fox Film Corporation
15644,Icon Entertainment International
9582,Metro-Goldwyn-Mayer (MGM)
9582,David Ladd Films
10642,Columbia Pictures
22074,The Weinstein Company
22074,Paramount Vantage
2428,George Stevens Productions
290751,Ingenious Media
290751,Gran Via Productions
290751,IM Global
290751,STX Entertainment
290751,Route One Entertainment
290751,Union Investment Partners
290751,SITE Productions
290751,Willie's Movies
13805,Grosvenor Park Media Ltd.
13805,LionsGate
13805,3 in the Box
4597,Screen Gems
4597,Stars Road Entertainment
4597,Farah Films & Management
4597,Buckaroo Entertainment
9414,Regency Enterprises
9414,Taurus Films
9414,Polar Productions
9414,Warner Bros.
63492,Regency Enterprises
63492,Contrafilm
63492,New Regency Pictures
81796,Canal+
81796,EuropaCorp
81796,Ciné+
10710,Columbia Pictures
10710,Castle Rock Entertainment
10710,NPV Entertainment
10710,DreamWorks Pictures
10710,Baltimore Spring Creek Productions
10710,Nu Image / Millennium Films
15092,Lakeshore Entertainment
15092,Lionsgate
15092,Radical Media
11382,Miramax Films
15005,Gener8Xion Entertainment
8198,Miramax Films
8198,Intermedia Films
8198,Mirage Enterprises
6963,Paramount Pictures
6963,Escape Artists
6963,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
15070,Miramax Films
15070,Amen Ra Films
12797,DreamWorks SKG
12797,Spyglass Entertainment
12797,Pariah
17134,The Mark Gordon Company
17134,Fox Atomic
17134,20th Century Fox Home Entertainment
17134,WWE Studios
17134,Midnight Sun Pictures
41402,Hammer Film Productions
41402,EFTI
41402,Exclusive Media Group
41402,Overture Films
18885,TriStar Pictures
18885,Sheen Productions
18885,Ben-Ami/Leeds Productions
4953,New Line Cinema
4953,Partizan
4953,Focus Features
146198,Worldview Entertainment
146198,Anonymous Content
146198,MadRiver Pictures
146198,Sierra Pictures
146198,Surefire Capital
2639,Fine Line Features
10563,Village Roadshow Pictures
10563,Warner Bros.
295964,Double Feature Films
295964,PeaPie Films
295964,3 Arts Entertainment
5971,Paramount Pictures
9716,Miramax Films
11835,Twentieth Century Fox Film Corporation
11835,Dune Entertainment
11835,Baldwin Entertainment Group
11835,Hyde Park Entertainment
11835,Brass Hat Films
26171,Miramax Films
26171,Hollywood Gang Productions
26171,Radar Pictures
31117,Crystal Sky Worldwide
31117,Triumph Films
9074,New Line Cinema
14396,New Line Cinema
15673,Universal Pictures
42618,Universal Pictures
171274,Ghoulardi Film Company
171274,Warner Bros.
171274,IAC Films
109417,Screen Gems
13948,Mpower Pictures
106747,Open Road Films
106747,Overnight Films
106747,AR Films
106747,Aldamisa Entertainment
106747,Demarest Films
106747,1821 Pictures
106747,Quick Draw Productions
10929,New Line Cinema
10929,Hard Eight Pictures
14220,Paramount Pictures
14220,Happy Madison Productions
14220,Pelican Productions LLC
46435,Newmarket Capital Group
46435,Goldwyn Films
46435,The Greenlight Fund
46435,Thin Man Films
256962,Metanoia Films
256962,Santa Fé Films
48231,Recorded Pictures Company
48231,The Movie Network
48231,Millbrook Pictures
48231,Prospero Pictures
48231,Lago Film
48231,Dangerous Method Film AG
3509,Thousand Words
3509,Warner Independent Pictures (WIP)
3509,Detour Filmproduction
3509,Section Eight Productions
82684,Fox 2000 Pictures
82684,Walden Media
12142,Boll Kino Beteiligungs GmbH & Co. KG
12142,Brightlight Pictures
12142,Herold Productions
12142,Lionsgate
12142,Infogrames Entertainment
23367,Summit Entertainment
23367,Goldsmith-Thomas Productions
23367,Walden Media
10740,Fine Line Features
10740,New Line Cinema
10740,Lou Yi Inc.
10740,Academy Films
10740,March Entertainment
241239,Participant Media
241239,Imagenation Abu Dhabi FZ
241239,FilmNation Entertainment
241239,Before the Door Pictures
241239,Washington Square Films
241239,A24
241239,Old Bull Pictures
14582,Rhombus Media
14582,Damberger Film & Cattle Co
14582,Whizbang Films
14582,Bell Broadcast and New Media Fund
14914,Universal Pictures
14914,Spyglass Entertainment
14914,Strike Entertainment
14914,Intermittent Productions
3902,Endgame Entertainment
3902,Rising Star
3902,Killer Films
3902,John Wells Productions
3902,Dreamachine
3902,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)
3902,Grey Water Park Productions
3902,John Goldwyn Productions
3902,Wells Productions
77948,Summit Entertainment
77948,Intrepid Pictures
77948,Film Rites
77948,Galavis Film
77948,Picture Machine
77948,"Fria Luz Del Dia, A.I.E."
21755,The Weinstein Company
21755,Summit Entertainment
21755,Endgame Entertainment
4960,Likely Story
128,Miramax Films
128,Studio Ghibli
128,Nibariki
128,Nippon Television Network (NTV)
40932,EMI Films
16608,Autonomous
16608,UK Film Council
16608,Surefire Film Productions
16608,Pictures in Paradise
16608,Pacific Film and Television Commission
16608,Film Consortium
16608,National Lottery through UK Film Council
334531,Paul Schiff Productions
334531,Anthem Productions
32316,Paramount Pictures
7299,Dimension Films
7299,Blue Tulip Productions
13405,Australian Film Finance Corporation
13405,Zero Fiction Film
13405,Ming Productions
13405,Bluewater Pictures
13405,Cheerland Entertainment Organization
19457,Miramax Films
19457,Industry Entertainment
314385,Plan B Entertainment
314385,Jolie Pas
314385,Pellikola
8953,Bandai Visual Company
8953,Sunrise
8953,Studio 4°C
29078,Bristol Bay Productions
29078,Baldwin Entertainment Group
29078,Crusader Entertainment
29078,Independent Film Channel
29078,Peter Newman/Interal
46503,The Weinstein Company
10448,Tig Productions
10448,Majestic Films International
10448,Warner Bros.
10448,Newcomm
10448,RCS
13688,Columbia Pictures Film Production Asia
10353,Gaumont
10353,Canal+
10353,France 3 Cinema
10353,Centre National de la Cinématographie (CNC)
43935,Hyde Park Films
43935,platinum studios
43935,Long Distance Films
44638,Miramax Films
44638,Touchstone Pictures
241257,The Weinstein Company
241257,Himenóptero
241257,First Generation Films
241257,Mod Producciones
241257,FilmNation Entertainment
241257,Telefónica Studios
14538,Visualizer Film Productions
14538,Taewon Entertainment
13250,Icon Productions
13250,Infinity Features Entertainment
13250,Irish Dreamtime
13250,Icon Entertainment International
13250,Canadian Film or Video Production Tax Credit (CPTC)
13250,Province of British Columbia Film Incentive BC
13250,Butterfly Productions
13250,Chum Television
133931,Industrial Development Corporation of South Africa
133931,120dB Films
133931,The Department of Trade and Industry of South Africa
133931,Cinema Management Group
133931,The National Film and Video Foundation of SA
133931,Wonderful Works
133931,Triggerfish Animation
280871,Camphor Cinema
184341,"Weinstein Company, The"
184341,La Piedra Films
184341,Fuego Films
184341,Epicentral Studios
334074,Nu Image Films
334074,Winkler Films
334074,Millennium Films
334074,Survivor Productions
199373,Grindstone Entertainment Group
199373,Cheetah Vision
199373,K5 International
199373,Paradox Entertainment
199373,Emmett/Furla Films
199373,Picture Perfect Corporation
199373,Court Five
199373,Envision Entertainment
199373,Valentina Films
14202,Emotion Pictures
14202,The Mark Gordon Company
14202,Class 5 Films
14202,Yari Film Group
14202,Warner China Film HG Corporation
14202,Stratus Film Co.
14202,WIP
14202,Bob Yari Productions
14202,The Colleton Company
14202,Dragon Studios
6968,Nouvelles Éditions de Films (NEF)
6968,Degeto Film
6968,Constantin Film Produktion
6968,Westdeutscher Rundfunk (WDR)
6968,Norddeutscher Rundfunk (NDR)
6968,Bayerischer Rundfunk (BR)
6968,Dune Films
6968,G.T. Film Production
581,Tig Productions
581,Majestic Films International
52449,Columbia Pictures
52449,Mosaic Media Group
12150,Universal Pictures Corporation
11247,Gaylord Films
11247,Warner Bros.
11247,Dylan Sellers Productions
11247,Clifford Werber Productions
4232,Woods Entertainment
4232,Dimension Films
9378,Columbia Pictures Corporation
9378,Dark Castle Entertainment
9378,Warner Bros.
9378,13 Ghosts Productions Canada Inc.
694,Hawk Films
694,Warner Bros.
694,Peregrine
105,Universal Pictures
105,Amblin Entertainment
105,U-Drive Productions
11377,Dark Castle Entertainment
11377,Warner Bros.
26367,Lions Gate Films
385383,Cinestyle Media Group
41210,Mandate Pictures
41210,Bona Fide Productions
41210,Echo Films
12090,Twentieth Century Fox Film Corporation
12090,Robert Simonds Productions
12090,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
62630,Corrino Media Corporation
62630,Corsan
62630,Staccato Films
16110,Destination Films
16110,Isle of Man Film
16110,Britt Allcroft Productions
29427,Penn Station Entertainment
29427,Participant Media
29427,Imagenation Abu Dhabi FZ
29427,Overture Films
129,Studio Ghibli
244114,Focus Films
244114,Sil-Metropole Organisation
244114,Edko Films
2669,Dino De Laurentiis Company
203833,Studio Babelsberg
203833,Fox 2000 Pictures
203833,Sunswept Entertainment
13523,"Summit Entertainment, LLC"
13523,Alloy Entertainment
13523,Goldcrest Pictures
25195,Universal Pictures
25195,Spyglass Entertainment
25195,Octagon Films
25195,BenderSpink
25195,Birnbaum / Barber Productions
17277,Paramount Pictures
17277,Samuel Bronston Productions
50725,Imagine Entertainment
50725,Rogue Pictures
50725,Relativity Media
50725,Internationale Filmproduktion Blackbird Dritte
82631,Gran Via Productions
82631,Walden Media
82631,Lemodeln Model & Talent Agency
73191,Warner Bros. Family Entertainment
22479,Fine Line Features
22479,CiBy 2000
22479,Sandcastle 5 Productions
340611,Likely Story
10065,Platinum Dunes
10065,Dimension Films
10065,Metro-Goldwyn-Mayer (MGM)
10065,Radar Pictures
2757,Beverly Detroit
2757,Propaganda Films
2757,Clinica Estetico
2757,Intermedia
2757,Good Machine
2757,Magnet Productions
11683,Universal Pictures
11683,Atmosphere Entertainment MM
11683,Romero-Grunwald Productions
11683,Exception Wild Bunch
244339,Sun Entertainment Culture
244339,Universe Entertainment
1878,Universal Pictures
1878,Summit Entertainment
1878,Rhino Films
1878,Fear and Loathing LLC
1878,Shark Productions
23082,Media Rights Capital
23082,Lin Pictures
23082,Warner Bros.
23082,Wintergreen Productions
23082,Lynda Obst Productions
23082,1821 Pictures
23082,Radar Pictures
195589,Universal Pictures
195589,Point Grey Pictures
195589,Good Universe
854,New Line Cinema
854,Dark Horse Entertainment
2280,Gracie Films
2280,Twentieth Century Fox Film Corporation
2280,American Entertainment Partners II L.P.
496,Twentieth Century Fox Film Corporation
496,Four By Two Productions
8835,Marc Platt Productions
8835,Metro-Goldwyn-Mayer (MGM)
157,Paramount Pictures
8643,Lakeshore Entertainment
8643,Firm Films
8643,Screen Gems
10402,Happy Madison Productions
10402,Quinta Communications
10402,Touchstone Pictures
218043,Stoney Lake Entertainment
9043,Fox 2000 Pictures
21301,Metro-Goldwyn-Mayer (MGM)
10147,Columbia Pictures
10147,Triptych Pictures
10147,Dimension Films (US version)
816,New Line Cinema
816,Capella International
816,Eric's Boy
302688,Universal Pictures
302688,Playtone
302688,HBO Films
302688,Gold Circle Films
60307,Fox 2000 Pictures
60307,Color Force
106,Twentieth Century Fox Film Corporation
106,Lawrence Gordon Productions
106,Davis Entertainment
106,Silver Pictures
106,Amercent Films
106,American Entertainment Partners L.P.
279,Warner Bros.
8617,Alliance Films
10625,Paramount Pictures
10625,Broadway Video
10625,M.G. Films
10934,Timnick Films
10934,Blue Gardenia Productions
10934,Touchstone Pictures
10934,Tatiale Films
5279,USA Films
10013,American Zoetrope
10013,TriStar Pictures
194662,Worldview Entertainment
194662,New Regency Pictures
194662,TSG Entertainment
194662,Le Grisbi Productions
194662,M Productions
160588,Perdido Productions
9829,Universal Pictures
9829,StudioCanal
9829,Sidney Kimmel Entertainment
9829,Working Title Films
10028,Universal Pictures
10028,Marc Platt Productions
10028,NuAmerica Entertainment
10535,Hollywood Pictures
790,AVCO Embassy Pictures
790,EDI
790,Debra Hill Productions
43959,Mandalay Pictures
43959,TriStar Pictures
